order_id,order_date,region,country,product_category,product_name,sales_channel,quantity,unit_price,total_sales,profit,customer_segment
ORD-001024,2022-12-11,West,Germany,Electronics,4K Monitor,Retail,5,434.12,2170.6,560.62,Home Office
ORD-001025,2022-01-31,North,Canada,Electronics,Wireless Headphones,Online,3,154.93,464.79,167.13,Home Office
ORD-001026,2022-02-10,East,Japan,Electronics,Laptop Pro,Retail,2,1098.74,2197.48,546.84,Corporate
ORD-001027,2022-08-03,West,UK,Electronics,Laptop Pro,Online,3,1186.77,3560.31,804.84,Consumer
ORD-001028,2022-01-28,West,Germany,Electronics,Laptop Pro,Online,2,1305.46,2610.92,493.43,Corporate
ORD-001029,2022-01-02,North,Canada,Furniture,Bookshelf,Retail,10,127.11,1271.1,303.36,Corporate
ORD-001030,2022-09-22,North,USA,Grocery,Organic Coffee Beans,Retail,13,12.81,166.53,48.08,Home Office
ORD-001031,2022-08-05,North,USA,Clothing,Women's Dress,Online,2,72.42,144.84,53.72,Corporate
ORD-001032,2023-08-29,West,France,Electronics,4K Monitor,Retail,4,435.88,1743.52,546.18,Corporate
ORD-001033,2022-07-09,East,India,Grocery,Breakfast Cereal,Online,5,5.79,28.95,8.1,Corporate
ORD-001034,2022-11-22,West,Germany,Electronics,Smartphone X,Online,3,861.15,2583.45,590.67,Consumer
ORD-001035,2022-03-10,West,France,Clothing,Men's Jacket,Retail,8,97.69,781.52,356.17,Home Office
ORD-001036,2022-01-02,North,USA,Grocery,Organic Coffee Beans,Retail,16,13.16,210.56,57.33,Home Office
ORD-001037,2024-01-11,East,Japan,Electronics,Laptop Pro,Online,3,1117.11,3351.33,714.05,Home Office
ORD-001038,2022-01-12,East,Japan,Clothing,Women's Dress,Online,5,74.1,370.5,159.3,Home Office
ORD-001039,2022-02-26,North,USA,Grocery,Olive Oil Premium,Online,10,19.55,195.5,49.12,Home Office
ORD-001040,2022-06-30,South,Argentina,Electronics,4K Monitor,Retail,1,386.78,386.78,95.7,Home Office
ORD-001041,2022-01-03,North,Canada,Furniture,Bookshelf,Online,2,121.28,242.56,64.12,Consumer
ORD-001042,2022-03-06,East,China,Furniture,Bookshelf,Online,1,117.11,117.11,36.05,Consumer
ORD-001043,2022-11-07,North,USA,Furniture,Bookshelf,Retail,10,112.52,1125.2,317.35,Home Office
ORD-001044,2023-09-14,North,USA,Clothing,Men's Jacket,Online,5,98.79,493.95,172.42,Corporate
ORD-001045,2022-10-15,South,Argentina,Furniture,Ergonomic Chair,Online,5,243.41,1217.05,364.46,Corporate
ORD-001046,2022-09-12,South,Argentina,Electronics,Smartphone X,Online,3,753.17,2259.51,640.23,Corporate
ORD-001047,2022-02-08,North,USA,Electronics,Wireless Headphones,Online,2,138.59,277.18,108.59,Corporate
ORD-001048,2022-06-21,North,Canada,Electronics,Laptop Pro,Online,3,1210.18,3630.54,899.28,Home Office
ORD-001049,2022-04-08,West,Germany,Grocery,Olive Oil Premium,Online,6,17.7,106.2,34.6,Home Office
ORD-001050,2022-04-27,North,USA,Grocery,Olive Oil Premium,Online,9,17.62,158.58,41.2,Corporate
ORD-001051,2024-04-27,West,UK,Furniture,Bookshelf,Online,5,129.12,645.6,182.43,Home Office
ORD-001052,2022-01-22,East,Japan,Furniture,Standing Desk,Online,2,463.08,926.16,303.53,Consumer
ORD-001053,2022-04-15,North,USA,Clothing,Women's Dress,Online,2,81.55,163.1,57.56,Home Office
ORD-001054,2022-07-17,West,UK,Furniture,Ergonomic Chair,Online,4,269.45,1077.8,300.56,Corporate
ORD-001055,2022-02-13,North,Canada,Electronics,Wireless Headphones,Retail,3,163.71,491.13,192.02,Corporate
ORD-001056,2022-02-21,West,Germany,Electronics,Laptop Pro,Online,2,1222.69,2445.38,532.4,Corporate
ORD-001057,2024-02-26,East,China,Electronics,Wireless Headphones,Retail,8,159.58,1276.64,393.74,Home Office
ORD-001058,2022-06-09,West,France,Clothing,Running Shoes,Retail,10,109.51,1095.1,399.86,Consumer
ORD-001059,2022-01-04,West,France,Clothing,Running Shoes,Retail,1,99.85,99.85,39.57,Consumer
ORD-001060,2022-03-14,West,France,Furniture,Bookshelf,Retail,9,117.86,1060.74,277.98,Corporate
ORD-001061,2022-01-10,North,Canada,Electronics,Laptop Pro,Online,5,1174.9,5874.5,1356.73,Home Office
ORD-001062,2022-11-19,North,USA,Grocery,Breakfast Cereal,Online,5,6.24,31.2,6.87,Home Office
ORD-001063,2022-02-02,West,France,Clothing,Men's Jacket,Retail,2,81.31,162.62,68.77,Consumer
ORD-001064,2022-02-08,North,USA,Clothing,Men's Jacket,Online,1,82.8,82.8,32.27,Home Office
ORD-001065,2022-09-16,South,Brazil,Grocery,Breakfast Cereal,Online,7,6.54,45.78,9.5,Corporate
ORD-001066,2024-01-10,West,Germany,Electronics,Wireless Headphones,Retail,5,148.39,741.95,210.68,Consumer
ORD-001067,2022-01-13,West,UK,Furniture,Bookshelf,Retail,4,115.23,460.92,143.84,Corporate
ORD-001068,2022-01-01,West,UK,Clothing,Men's Jacket,Online,3,92.93,278.79,95.03,Home Office
ORD-001069,2023-10-11,East,China,Clothing,Men's Jacket,Retail,3,84.77,254.31,106.09,Corporate
ORD-001070,2023-07-23,South,Argentina,Electronics,4K Monitor,Online,5,400.91,2004.55,518.6,Consumer
ORD-001071,2022-01-16,East,Japan,Furniture,Bookshelf,Online,5,125.1,625.5,163.13,Consumer
ORD-001072,2022-07-21,West,UK,Clothing,Running Shoes,Online,2,115.91,231.82,84.48,Consumer
ORD-001073,2022-03-06,West,Germany,Furniture,Standing Desk,Retail,5,481.53,2407.65,832.13,Corporate
ORD-001074,2022-01-31,East,China,Grocery,Breakfast Cereal,Online,7,6.49,45.43,10.97,Consumer
ORD-001075,2023-10-05,South,Argentina,Electronics,Wireless Headphones,Online,2,140.92,281.84,117.06,Home Office
ORD-001076,2022-01-06,South,Argentina,Electronics,Wireless Headphones,Online,1,155.24,155.24,54.15,Corporate
ORD-001077,2022-01-03,North,USA,Furniture,Ergonomic Chair,Online,3,272.89,818.67,256.13,Corporate
ORD-001078,2022-06-05,West,Germany,Clothing,Running Shoes,Retail,6,114.03,684.18,276.77,Consumer
ORD-001079,2022-01-17,North,USA,Furniture,Ergonomic Chair,Retail,10,231.65,2316.5,594.56,Consumer
ORD-001080,2022-04-09,South,Argentina,Furniture,Standing Desk,Retail,5,502.36,2511.8,789.56,Home Office
ORD-001081,2022-01-02,North,Canada,Grocery,Olive Oil Premium,Online,6,18.93,113.58,26.38,Consumer
ORD-001082,2022-02-11,West,Germany,Electronics,4K Monitor,Online,5,386.28,1931.4,571.45,Home Office
ORD-001083,2022-01-13,West,UK,Clothing,Running Shoes,Retail,4,116.58,466.32,178.76,Home Office
ORD-001084,2022-01-03,West,UK,Clothing,Running Shoes,Retail,6,117.48,704.88,275.06,Consumer
ORD-001085,2022-03-03,North,Canada,Furniture,Bookshelf,Online,2,120.67,241.34,68.44,Consumer
ORD-001086,2024-04-19,South,Argentina,Electronics,Smartphone X,Online,4,846.03,3384.12,682.68,Corporate
ORD-001087,2022-03-18,East,Japan,Grocery,Breakfast Cereal,Retail,5,5.67,28.35,8.15,Consumer
ORD-001088,2022-02-10,South,Brazil,Clothing,Men's Jacket,Retail,5,89.49,447.45,148.35,Consumer
ORD-001089,2022-03-26,South,Argentina,Grocery,Organic Coffee Beans,Online,6,13.15,78.9,19.74,Home Office
ORD-001090,2022-02-05,North,USA,Grocery,Breakfast Cereal,Online,9,6.48,58.32,16.23,Home Office
ORD-001091,2022-04-21,East,Japan,Grocery,Breakfast Cereal,Retail,17,6.47,109.99,25.66,Corporate
ORD-001092,2023-04-30,North,Canada,Electronics,4K Monitor,Online,3,363.95,1091.85,282.4,Home Office
ORD-001093,2022-02-24,North,Canada,Grocery,Organic Coffee Beans,Retail,12,12.5,150.0,48.14,Consumer
ORD-001094,2022-02-03,West,UK,Grocery,Breakfast Cereal,Online,8,6.5,52.0,11.56,Corporate
ORD-001095,2022-01-01,North,USA,Grocery,Breakfast Cereal,Online,8,5.75,46.0,12.26,Home Office
ORD-001096,2022-04-02,East,China,Grocery,Breakfast Cereal,Online,7,6.24,43.68,10.45,Corporate
ORD-001097,2023-02-09,East,India,Electronics,Wireless Headphones,Online,5,161.42,807.1,318.77,Consumer
ORD-001098,2022-05-01,East,India,Clothing,Running Shoes,Retail,2,101.27,202.54,86.31,Consumer
ORD-001099,2022-09-05,East,China,Clothing,Running Shoes,Retail,1,112.16,112.16,42.13,Home Office
ORD-001100,2022-10-24,East,China,Furniture,Bookshelf,Online,2,125.54,251.08,63.36,Home Office
ORD-001101,2023-07-13,West,UK,Electronics,Wireless Headphones,Retail,10,158.65,1586.5,467.75,Home Office
ORD-001102,2022-01-20,West,France,Grocery,Breakfast Cereal,Online,8,6.06,48.48,9.91,Consumer
ORD-001103,2022-06-17,North,Canada,Electronics,Wireless Headphones,Online,3,160.18,480.54,196.99,Home Office
ORD-001104,2022-08-04,East,India,Furniture,Ergonomic Chair,Retail,6,225.21,1351.26,450.42,Home Office
ORD-001105,2022-02-14,East,Japan,Clothing,Women's Dress,Online,3,87.29,261.87,88.08,Corporate
ORD-001106,2022-01-13,East,India,Furniture,Standing Desk,Online,2,487.68,975.36,282.3,Home Office
ORD-001107,2022-01-06,North,Canada,Electronics,Wireless Headphones,Online,5,155.27,776.35,317.42,Home Office
ORD-001108,2022-06-26,West,Germany,Grocery,Olive Oil Premium,Online,9,18.5,166.5,39.26,Corporate
ORD-001109,2022-03-03,East,Japan,Grocery,Organic Coffee Beans,Retail,11,12.71,139.81,48.85,Home Office
ORD-001110,2022-05-17,South,Brazil,Furniture,Ergonomic Chair,Online,2,266.65,533.3,180.89,Home Office
ORD-001111,2022-01-15,West,Germany,Clothing,Men's Jacket,Online,2,90.37,180.74,77.73,Consumer
ORD-001112,2022-01-26,South,Argentina,Furniture,Bookshelf,Online,2,108.21,216.42,67.48,Corporate
ORD-001113,2022-01-23,South,Brazil,Electronics,4K Monitor,Retail,5,401.6,2008.0,484.62,Corporate
ORD-001114,2022-01-03,North,Canada,Clothing,Men's Jacket,Retail,4,82.03,328.12,137.63,Home Office
ORD-001115,2022-02-13,West,UK,Furniture,Ergonomic Chair,Online,1,233.56,233.56,75.48,Corporate
ORD-001116,2022-02-14,South,Brazil,Grocery,Organic Coffee Beans,Online,7,11.84,82.88,21.97,Corporate
ORD-001117,2022-01-02,North,USA,Electronics,Laptop Pro,Retail,4,1106.88,4427.52,1161.77,Corporate
ORD-001118,2022-01-24,West,Germany,Grocery,Organic Coffee Beans,Retail,8,12.09,96.72,27.04,Corporate
ORD-001119,2022-04-28,East,China,Grocery,Breakfast Cereal,Online,3,6.22,18.66,5.51,Corporate
ORD-001120,2022-01-13,North,USA,Clothing,Women's Dress,Online,5,79.94,399.7,200.5,Home Office
ORD-001121,2022-10-14,North,USA,Furniture,Ergonomic Chair,Online,5,233.18,1165.9,330.73,Corporate
ORD-001122,2024-02-05,East,India,Grocery,Organic Coffee Beans,Retail,6,12.53,75.18,18.81,Home Office
ORD-001123,2022-06-17,North,USA,Grocery,Organic Coffee Beans,Online,8,11.09,88.72,29.68,Corporate
ORD-001124,2022-11-02,North,USA,Clothing,Women's Dress,Retail,2,84.08,168.16,74.39,Corporate
ORD-001125,2022-09-25,West,Germany,Furniture,Standing Desk,Retail,9,525.82,4732.38,1478.86,Home Office
ORD-001126,2022-01-01,East,China,Clothing,Running Shoes,Online,5,114.29,571.45,195.33,Consumer
ORD-001127,2022-01-18,East,China,Grocery,Olive Oil Premium,Retail,10,19.38,193.8,46.17,Corporate
ORD-001128,2022-10-10,West,Germany,Furniture,Bookshelf,Retail,7,111.98,783.86,238.99,Home Office
ORD-001129,2024-03-10,North,USA,Furniture,Standing Desk,Online,3,540.75,1622.25,506.51,Home Office
ORD-001130,2023-07-09,North,USA,Electronics,Laptop Pro,Retail,3,1263.88,3791.64,820.01,Consumer
ORD-001131,2022-01-04,South,Argentina,Clothing,Women's Dress,Online,3,78.36,235.08,79.03,Home Office
ORD-001132,2022-03-24,South,Brazil,Clothing,Men's Jacket,Online,5,91.5,457.5,176.1,Corporate
ORD-001133,2023-01-09,South,Argentina,Electronics,Wireless Headphones,Retail,5,162.78,813.9,244.87,Corporate
ORD-001134,2023-06-02,North,USA,Furniture,Standing Desk,Online,1,495.09,495.09,170.99,Home Office
ORD-001135,2022-02-10,North,Canada,Electronics,Laptop Pro,Retail,6,1183.97,7103.82,1401.67,Home Office
ORD-001136,2022-01-01,West,Germany,Electronics,Smartphone X,Retail,7,751.29,5259.03,1144.84,Consumer
ORD-001137,2022-01-02,West,Germany,Furniture,Bookshelf,Online,1,109.06,109.06,29.05,Home Office
ORD-001138,2022-01-12,North,Canada,Electronics,Wireless Headphones,Retail,5,164.76,823.8,304.34,Corporate
ORD-001139,2022-03-16,East,Japan,Electronics,Wireless Headphones,Online,5,138.9,694.5,203.35,Corporate
ORD-001140,2022-01-01,West,France,Electronics,Wireless Headphones,Retail,9,137.99,1241.91,451.1,Consumer
ORD-001141,2022-02-07,East,Japan,Furniture,Standing Desk,Retail,3,523.21,1569.63,456.47,Home Office
ORD-001142,2022-02-21,West,UK,Grocery,Organic Coffee Beans,Online,8,11.06,88.48,25.42,Corporate
ORD-001143,2022-01-18,West,Germany,Clothing,Running Shoes,Online,2,110.03,220.06,85.77,Corporate
ORD-001144,2022-01-01,South,Brazil,Grocery,Olive Oil Premium,Online,13,16.35,212.55,48.29,Home Office
ORD-001145,2022-02-11,East,India,Electronics,Smartphone X,Retail,1,766.07,766.07,163.16,Corporate
ORD-001146,2022-01-01,East,Japan,Grocery,Breakfast Cereal,Online,14,6.05,84.7,24.8,Consumer
ORD-001147,2022-03-22,North,Canada,Furniture,Bookshelf,Retail,5,116.8,584.0,163.25,Corporate
ORD-001148,2022-01-08,South,Brazil,Grocery,Organic Coffee Beans,Retail,16,11.35,181.6,45.98,Consumer
ORD-001149,2023-03-17,West,Germany,Grocery,Breakfast Cereal,Retail,15,6.04,90.6,19.08,Home Office
ORD-001150,2022-01-04,East,India,Grocery,Breakfast Cereal,Retail,6,6.41,38.46,9.86,Consumer
ORD-001151,2022-05-11,North,Canada,Grocery,Olive Oil Premium,Online,12,16.66,199.92,54.72,Home Office
ORD-001152,2022-02-02,South,Brazil,Clothing,Running Shoes,Online,2,111.67,223.34,89.89,Corporate
ORD-001153,2022-01-03,West,France,Clothing,Men's Jacket,Retail,7,97.8,684.6,224.03,Corporate
ORD-001154,2022-01-17,North,USA,Furniture,Standing Desk,Retail,8,507.94,4063.52,1459.51,Corporate
ORD-001155,2023-02-27,South,Argentina,Grocery,Breakfast Cereal,Online,14,6.27,87.78,21.03,Home Office
ORD-001156,2022-05-06,West,Germany,Electronics,Laptop Pro,Retail,9,1316.5,11848.5,3056.13,Corporate
ORD-001157,2022-01-21,West,France,Electronics,Wireless Headphones,Online,4,151.31,605.24,229.08,Consumer
ORD-001158,2022-02-21,North,USA,Grocery,Olive Oil Premium,Retail,15,19.65,294.75,66.07,Home Office
ORD-001159,2022-08-10,North,Canada,Electronics,Wireless Headphones,Retail,1,148.08,148.08,45.75,Corporate
ORD-001160,2022-04-07,West,Germany,Grocery,Olive Oil Premium,Online,11,18.38,202.18,67.05,Corporate
ORD-001161,2022-02-26,South,Argentina,Electronics,Smartphone X,Online,2,727.92,1455.84,327.29,Corporate
ORD-001162,2022-03-17,South,Argentina,Electronics,Laptop Pro,Online,3,1280.76,3842.28,929.1,Home Office
ORD-001163,2022-01-01,South,Argentina,Clothing,Men's Jacket,Online,1,98.58,98.58,43.38,Consumer
ORD-001164,2022-01-03,South,Brazil,Clothing,Men's Jacket,Retail,6,85.02,510.12,210.03,Home Office
ORD-001165,2022-06-10,East,India,Furniture,Standing Desk,Online,3,521.52,1564.56,489.32,Consumer
ORD-001166,2022-05-31,North,USA,Electronics,Wireless Headphones,Online,1,149.08,149.08,46.78,Home Office
ORD-001167,2022-11-27,East,China,Grocery,Organic Coffee Beans,Online,8,12.36,98.88,23.8,Corporate
ORD-001168,2022-03-25,East,India,Electronics,Wireless Headphones,Online,4,160.13,640.52,241.68,Corporate
ORD-001169,2023-04-16,South,Argentina,Electronics,Laptop Pro,Retail,7,1096.14,7672.98,1781.46,Corporate
ORD-001170,2022-06-04,East,India,Grocery,Organic Coffee Beans,Retail,7,11.41,79.87,20.25,Consumer
ORD-001171,2024-02-21,West,Germany,Grocery,Organic Coffee Beans,Retail,20,12.53,250.6,82.84,Home Office
ORD-001172,2023-08-02,North,Canada,Grocery,Breakfast Cereal,Online,4,5.79,23.16,6.79,Home Office
ORD-001173,2022-01-24,East,India,Electronics,Laptop Pro,Retail,6,1304.99,7829.94,1828.7,Consumer
ORD-001174,2022-03-27,South,Brazil,Electronics,Laptop Pro,Online,5,1188.68,5943.4,1094.73,Consumer
ORD-001175,2022-05-10,North,USA,Electronics,Laptop Pro,Online,2,1284.13,2568.26,544.15,Corporate
ORD-001176,2024-05-16,South,Brazil,Furniture,Standing Desk,Online,5,534.58,2672.9,924.46,Home Office
ORD-001177,2023-09-16,North,USA,Furniture,Bookshelf,Retail,5,131.18,655.9,194.79,Home Office
ORD-001178,2023-01-18,North,Canada,Electronics,4K Monitor,Online,4,437.34,1749.36,587.05,Corporate
ORD-001179,2022-01-06,South,Brazil,Furniture,Bookshelf,Online,5,118.68,593.4,165.98,Home Office
ORD-001180,2024-10-02,South,Brazil,Grocery,Olive Oil Premium,Online,10,19.55,195.5,57.42,Home Office
ORD-001181,2023-01-08,East,China,Grocery,Organic Coffee Beans,Online,6,11.53,69.18,16.75,Home Office
ORD-001182,2022-02-02,West,UK,Grocery,Organic Coffee Beans,Online,5,11.34,56.7,17.31,Home Office
ORD-001183,2023-09-02,South,Argentina,Clothing,Running Shoes,Online,2,118.24,236.48,75.01,Home Office
ORD-001184,2022-03-21,East,India,Clothing,Running Shoes,Online,1,107.36,107.36,46.19,Home Office
ORD-001185,2022-08-22,South,Argentina,Clothing,Running Shoes,Online,1,114.74,114.74,50.48,Consumer
ORD-001186,2022-06-11,North,USA,Grocery,Breakfast Cereal,Online,8,6.24,49.92,13.58,Home Office
ORD-001187,2022-01-12,North,Canada,Grocery,Breakfast Cereal,Online,9,6.3,56.7,11.89,Corporate
ORD-001188,2022-01-02,North,USA,Grocery,Organic Coffee Beans,Online,8,12.76,102.08,35.09,Home Office
ORD-001189,2023-07-13,North,USA,Electronics,Laptop Pro,Retail,9,1230.27,11072.43,2352.7,Consumer
ORD-001190,2022-10-30,North,USA,Furniture,Bookshelf,Retail,7,110.84,775.88,187.3,Consumer
ORD-001191,2023-09-20,West,France,Grocery,Breakfast Cereal,Online,10,6.48,64.8,15.01,Consumer
ORD-001192,2022-06-04,West,Germany,Clothing,Women's Dress,Retail,3,75.85,227.55,87.15,Home Office
ORD-001193,2022-04-02,West,Germany,Grocery,Breakfast Cereal,Online,8,6.11,48.88,12.42,Consumer
ORD-001194,2022-04-24,North,Canada,Clothing,Men's Jacket,Online,4,85.96,343.84,123.5,Consumer
ORD-001195,2022-10-23,North,USA,Electronics,Smartphone X,Online,3,733.99,2201.97,624.32,Consumer
ORD-001196,2022-05-24,West,Germany,Electronics,Smartphone X,Online,4,779.64,3118.56,815.1,Consumer
ORD-001197,2023-12-04,South,Brazil,Electronics,Wireless Headphones,Retail,1,155.76,155.76,54.63,Home Office
ORD-001198,2022-12-31,East,China,Clothing,Running Shoes,Online,4,101.46,405.84,139.05,Corporate
ORD-001199,2022-03-13,East,China,Furniture,Bookshelf,Online,2,111.31,222.62,48.2,Corporate
ORD-001200,2022-01-17,West,France,Electronics,4K Monitor,Online,5,423.65,2118.25,521.1,Home Office
ORD-001201,2022-02-27,East,India,Furniture,Standing Desk,Online,3,459.04,1377.12,443.75,Consumer
ORD-001202,2022-02-03,East,India,Grocery,Organic Coffee Beans,Retail,13,12.4,161.2,56.69,Consumer
ORD-001203,2022-03-02,East,Japan,Clothing,Men's Jacket,Online,4,86.34,345.36,124.16,Home Office
ORD-001204,2023-07-30,South,Argentina,Grocery,Olive Oil Premium,Online,10,18.93,189.3,60.79,Consumer
ORD-001205,2023-02-01,West,France,Clothing,Running Shoes,Retail,8,120.0,960.0,396.34,Home Office
ORD-001206,2022-11-27,North,USA,Furniture,Standing Desk,Online,5,500.06,2500.3,660.75,Consumer
ORD-001207,2022-01-01,West,UK,Electronics,4K Monitor,Retail,7,430.34,3012.38,850.57,Home Office
ORD-001208,2022-01-05,South,Argentina,Clothing,Running Shoes,Retail,10,115.57,1155.7,433.18,Home Office
ORD-001209,2022-01-03,East,India,Electronics,Wireless Headphones,Online,1,146.99,146.99,56.9,Corporate
ORD-001210,2022-01-02,North,Canada,Clothing,Men's Jacket,Online,5,84.3,421.5,190.6,Consumer
ORD-001211,2022-01-22,South,Brazil,Electronics,4K Monitor,Retail,3,426.76,1280.28,380.78,Consumer
ORD-001212,2022-02-23,West,Germany,Electronics,Laptop Pro,Online,1,1319.02,1319.02,295.62,Consumer
ORD-001213,2022-05-18,East,Japan,Clothing,Men's Jacket,Online,4,81.77,327.08,110.0,Corporate
ORD-001214,2022-01-09,North,USA,Clothing,Men's Jacket,Retail,3,98.52,295.56,135.09,Corporate
ORD-001215,2022-01-21,East,India,Electronics,4K Monitor,Online,1,388.5,388.5,89.1,Corporate
ORD-001216,2023-04-03,East,Japan,Electronics,Wireless Headphones,Online,1,137.19,137.19,56.61,Home Office
ORD-001217,2023-05-31,South,Argentina,Grocery,Olive Oil Premium,Retail,15,18.49,277.35,89.59,Corporate
ORD-001218,2022-10-25,East,India,Clothing,Running Shoes,Retail,1,116.18,116.18,36.95,Corporate
ORD-001219,2022-07-25,North,Canada,Grocery,Breakfast Cereal,Retail,3,5.41,16.23,3.82,Home Office
ORD-001220,2023-09-05,North,USA,Clothing,Running Shoes,Online,1,111.2,111.2,37.5,Corporate
ORD-001221,2022-01-01,South,Argentina,Grocery,Organic Coffee Beans,Online,12,11.57,138.84,36.65,Home Office
ORD-001222,2024-04-09,South,Brazil,Electronics,Wireless Headphones,Retail,1,141.03,141.03,42.59,Home Office
ORD-001223,2022-01-01,South,Argentina,Electronics,Wireless Headphones,Online,3,146.87,440.61,166.68,Consumer
ORD-001224,2023-04-05,West,France,Clothing,Running Shoes,Online,3,109.46,328.38,108.67,Home Office
ORD-001225,2022-02-24,South,Argentina,Electronics,4K Monitor,Online,3,385.29,1155.87,267.03,Corporate
ORD-001226,2023-08-02,South,Argentina,Clothing,Women's Dress,Online,5,80.52,402.6,190.66,Consumer
ORD-001227,2023-11-02,North,Canada,Furniture,Standing Desk,Retail,2,514.71,1029.42,371.06,Corporate
ORD-001228,2023-03-17,South,Argentina,Furniture,Bookshelf,Online,2,124.61,249.22,54.2,Consumer
ORD-001229,2022-06-28,West,Germany,Electronics,Laptop Pro,Retail,5,1231.07,6155.35,1384.73,Consumer
ORD-001230,2022-01-29,North,USA,Electronics,4K Monitor,Online,1,415.14,415.14,111.4,Consumer
ORD-001231,2022-02-04,West,France,Electronics,4K Monitor,Retail,4,403.03,1612.12,494.24,Consumer
ORD-001232,2022-02-22,East,India,Electronics,Smartphone X,Online,5,839.69,4198.45,918.95,Consumer
ORD-001233,2022-02-06,West,Germany,Grocery,Breakfast Cereal,Online,8,5.88,47.04,12.27,Corporate
ORD-001234,2022-01-27,South,Argentina,Electronics,Smartphone X,Retail,6,842.2,5053.2,1259.05,Corporate
ORD-001235,2022-03-31,South,Argentina,Grocery,Breakfast Cereal,Retail,7,6.5,45.5,12.33,Consumer
ORD-001236,2022-11-29,East,India,Electronics,Laptop Pro,Online,3,1301.75,3905.25,875.54,Home Office
ORD-001237,2022-01-13,East,China,Furniture,Ergonomic Chair,Online,1,266.36,266.36,83.23,Consumer
ORD-001238,2023-09-16,North,Canada,Clothing,Men's Jacket,Online,2,81.67,163.34,55.51,Home Office
ORD-001239,2022-02-08,South,Argentina,Furniture,Standing Desk,Online,2,468.0,936.0,345.92,Corporate
ORD-001240,2022-01-01,North,Canada,Furniture,Standing Desk,Online,5,486.64,2433.2,771.72,Home Office
ORD-001241,2022-01-08,South,Brazil,Electronics,Wireless Headphones,Retail,2,160.47,320.94,127.99,Corporate
ORD-001242,2022-01-04,West,UK,Furniture,Ergonomic Chair,Online,4,249.96,999.84,336.02,Consumer
ORD-001243,2022-01-01,North,Canada,Grocery,Olive Oil Premium,Retail,16,19.16,306.56,86.56,Home Office
ORD-001244,2022-05-30,South,Brazil,Electronics,4K Monitor,Online,1,433.19,433.19,136.41,Home Office
ORD-001245,2022-01-31,East,China,Electronics,4K Monitor,Online,3,420.07,1260.21,335.96,Consumer
ORD-001246,2022-02-05,East,China,Furniture,Standing Desk,Online,2,507.62,1015.24,294.03,Corporate
ORD-001247,2022-02-03,East,India,Electronics,Smartphone X,Online,4,794.98,3179.92,874.33,Consumer
ORD-001248,2022-04-04,North,Canada,Electronics,Smartphone X,Retail,2,785.14,1570.28,456.31,Corporate
ORD-001249,2022-01-28,South,Argentina,Furniture,Bookshelf,Online,3,109.1,327.3,72.28,Home Office
ORD-001250,2023-04-06,North,USA,Electronics,4K Monitor,Online,2,391.72,783.44,228.58,Corporate
ORD-001251,2022-04-19,West,Germany,Electronics,Smartphone X,Online,5,751.22,3756.1,889.75,Corporate
ORD-001252,2022-09-03,South,Argentina,Clothing,Running Shoes,Retail,7,115.49,808.43,347.92,Consumer
ORD-001253,2022-05-03,West,UK,Furniture,Bookshelf,Retail,8,118.44,947.52,290.86,Home Office
ORD-001254,2022-08-30,West,UK,Clothing,Women's Dress,Retail,10,83.97,839.7,349.99,Consumer
ORD-001255,2022-06-21,North,Canada,Electronics,Wireless Headphones,Online,2,161.57,323.14,132.75,Home Office
ORD-001256,2022-06-08,South,Argentina,Clothing,Men's Jacket,Online,2,92.38,184.76,83.31,Corporate
ORD-001257,2022-06-11,East,China,Furniture,Standing Desk,Retail,10,510.89,5108.9,1824.08,Home Office
ORD-001258,2022-10-18,South,Argentina,Grocery,Organic Coffee Beans,Retail,15,11.56,173.4,52.67,Corporate
ORD-001259,2022-01-04,North,Canada,Clothing,Women's Dress,Retail,6,86.65,519.9,211.05,Home Office
ORD-001260,2022-01-28,South,Argentina,Electronics,Wireless Headphones,Retail,1,139.89,139.89,57.29,Corporate
ORD-001261,2022-01-31,West,Germany,Clothing,Men's Jacket,Online,1,94.25,94.25,30.64,Corporate
ORD-001262,2022-01-10,South,Brazil,Grocery,Organic Coffee Beans,Retail,15,11.92,178.8,55.98,Home Office
ORD-001263,2022-05-15,North,Canada,Electronics,Smartphone X,Online,5,829.3,4146.5,1134.08,Home Office
ORD-001264,2022-07-23,West,France,Electronics,Smartphone X,Retail,5,866.69,4333.45,1096.26,Home Office
ORD-001265,2022-11-14,South,Brazil,Electronics,Smartphone X,Online,1,744.06,744.06,204.91,Home Office
ORD-001266,2022-03-01,West,UK,Grocery,Organic Coffee Beans,Online,6,12.99,77.94,25.28,Consumer
ORD-001267,2022-02-10,North,USA,Furniture,Standing Desk,Online,5,499.51,2497.55,746.76,Corporate
ORD-001268,2022-10-24,East,India,Furniture,Bookshelf,Retail,1,130.52,130.52,41.12,Consumer
ORD-001269,2023-02-13,North,USA,Grocery,Olive Oil Premium,Online,10,19.59,195.9,60.68,Consumer
ORD-001270,2022-01-01,North,USA,Grocery,Organic Coffee Beans,Online,10,11.34,113.4,36.29,Consumer
ORD-001271,2022-02-12,North,USA,Clothing,Men's Jacket,Online,1,86.29,86.29,33.8,Corporate
ORD-001272,2022-01-04,South,Brazil,Electronics,Wireless Headphones,Retail,9,151.02,1359.18,453.3,Home Office
ORD-001273,2023-06-25,East,Japan,Clothing,Men's Jacket,Retail,10,88.5,885.0,323.17,Home Office
